GAZOLE;ANGLET - Bd du BAB;Leclerc;1,704 €/l
GAZOLE;ANGLET - Av. de Bayonne;;1,705 €/l
SP98;ANGLET - Av. de Bayonne;;1,811 €/l
SP98;ANGLET - Bd du BAB;Carrefour;1,811 €/l
SP95-E10;ANGLET - Bd du BAB;Leclerc;1,720 €/l
SP95-E10;ANGLET - Av. de Bayonne;;1,725 €/l
SP95;ANGLET - Bd du BAB;Leclerc;1,765 €/l
SP95;BAYONNE - Chem. d'Arancette;Carrefour Market;1,775 €/l
E85;BAYONNE - Rd-pt Grand-Basque;Intermarché;0,848 €/l
GPLC;BAYONNE - Av. Mal Juin;Total Access;0,975 €/l
