GAZOLE;BERGERAC - Rue C. Bernard;Netto;1,699 €/l
GAZOLE;BERGERAC - Rue Durou;;1,705 €/l
SP98;BERGERAC - Rue C. Bernard;Netto;1,819 €/l
SP98;PRIGONRIEUX - Le Bourg Sud;;1,819 €/l
SP95-E10;BERGERAC - Rue C. Bernard;Netto;1,727 €/l
SP95-E10;CREYSSE - Av. de la Roque;Intermarché;1,730 €/l
SP95;BERGERAC - Bd A. Comte;Carrefour Market;1,799 €/l
SP95;PRIGONRIEUX - Le Bourg Sud;;1,799 €/l
E85;BERGERAC - Rue Durou;;0,848 €/l
GPLC;BERGERAC - Rte d'Agen;Total;0,920 €/l
